nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
HWHHAKWH,에바,탱커,전투 태세,재생의 숨결,최후의 저항,S 트랜센던트 그립,유니크,S 모험의 전율,유니크,S 기간틱 타이푼,유니크,S 끊임없는 도전,유니크,S 그래플링 테크닉,유니크,S 나의 공격리듬은!,유니크,반잡 눈,레어,스파이어 레그람,레어,첼시 콜라 V,레어,파이터 엑셀,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,PS 레이더 R1,커먼,E 무도가의 자세,유니크,슈타이너 레그람,레어,수플렉스 레그람,레어,False,33,2,4,19,14833,41451,307,426,11790,4400,8,2,942,80,308,87,1,63c28a9aad9dfcfa3bff042cad4040a979089cf579bd04d5b0e89f6ae72b3f98,그랑플람 아시아 지부
아냥아냥이,미아,원거리딜러,완벽주의자,전장의 학살자,완전한 성장,S 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,E 프릭클 에린,유니크,E 와일드 크로스,유니크,E 이네이쳐 게브,유니크,도장 바이리프,레어,가시 바이리프,레어,체스터 더블버거,레어,우드 엑셀,레어,우드 파이크 ,레어,솔리드 스위퍼,레어,세계수 맥시머,레어,S 레드 크로니클,유니크,뿌리 바이리프,레어,트리콜로 트와인,유니크,False,49,12,1,17,48364,19969,208,284,17510,4300,24,15,942,271,627,44,1,63c28a9aad9dfcfa3bff042cad4040a979089cf579bd04d5b0e89f6ae72b3f98,그랑플람 아시아 지부
현냥현냥이,제이,탱커,최후의 저항,전세역전,불굴의 의지,E 패스티스트 건,유니크,E 퍼니시먼트,유니크,E 헤븐즈 도어,유니크,E 트러블 메이커,유니크,E 데스페라도,유니크,S 퀵 앤 데드,유니크,스프리건 피스톨,레어,니들 터퀴즈,레어,퍼니시 스파클링,레어,따끈한 호박죽,레어,퍼니시 파이크,레어,황색 다식,레어,PS 레이더 R4,언커먼,E 멕시칸 불독,유니크,난사 레그람,레어,블러디아,유니크,False,50,13,2,18,32570,31605,223,301,15910,2800,31,8,942,73,544,58,1,63c28a9aad9dfcfa3bff042cad4040a979089cf579bd04d5b0e89f6ae72b3f98,그랑플람 아시아 지부
감기걸려디질듯,카로슈,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 팬텀 페인,유니크,E 기울어진 세계,유니크,E 펄스 오브 라이프,유니크,E 움켜쥔 미래,유니크,E 잃어버린 꿈,유니크,E 서블리메이션,유니크,SB체인건 루인,레어,SB커터 루차,레어,첼시 더블 버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,커터 임팩트,언커먼,E 죽음의 대가,유니크,트윈 배럴 건케이스,레어,어나더 던,유니크,False,65,15,3,12,60644,12469,141,204,21370,3200,30,36,942,76,359,149,1,63c28a9aad9dfcfa3bff042cad4040a979089cf579bd04d5b0e89f6ae72b3f98,그랑플람 아시아 지부
테그하,도일,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 크래쉬 다운,유니크,E 하드워크 버밍험,유니크,E 디스트로이어,유니크,S 타로우 ,유니크,E 진보적 파괴,유니크,E 하드 불도저 ,유니크,실버볼트-근육,레어,회전의 이포스,레어,파워 스파클링 ,레어,해머 페스티나,레어,해머 이펙트 ,레어,해머 타즈 ,레어,S펀치 맥시머,레어,E 디스트로이 심볼,유니크,캐논어퍼 이포스,레어,S펀치 이포스,레어,False,31,1,10,3,8782,19441,78,142,9750,1800,13,11,822,28,157,224,0,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
쌈니,캐럴,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,S 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,S 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,29,0,9,3,11324,42212,121,162,9230,1400,8,9,822,12,166,213,0,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
붱철,이사벨,원거리딜러,전장의 학살자,할인 판매,완전한 성장,E 미스트랄 헤세드,유니크,E 티타니아 케테르,유니크,비욘드 블라우스,레어,E 다프네 호드,유니크,비욘드 스커트,레어,비욘드 에나멜,레어,비올라 바그,레어,바흐브 피스,레어,시원한 수정과,레어,고소한 타락죽,레어,이펙트 이펙션,레어,황색 다식,레어,T2 통신기,언커먼,E 스프라이트 비나,유니크,엘븐 플레쉬,레어,미라쥬 테일,유니크,False,28,0,4,0,8927,11461,32,83,8890,1080,14,11,822,38,324,72,0,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
종순,다이무스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,S 골드 샤르페,유니크,E 펄션 필러 ,유니크,E 슈발츠 슈트름,유니크,장작 베리드,레어,질풍의 레그람,레어,체스터 더블버거,레어,질풍의 스프린터 ,레어,질풍의 이펙트 ,레어,질풍의 타즈 ,레어,보름달 임팩트,언커먼,E 솔리튜드 칼리버,유니크,보름달 베리드,레어,쉬베르트 루프리,유니크,False,37,0,7,3,8827,23614,113,144,10070,1000,8,21,822,37,266,161,0,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
l8ㅅ8l,드니스,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 루시 플라워링,유니크,E 앤시스 뷰티풀,유니크,E 화이트 블로섬,유니크,E 로즈 크로니클,유니크,E 화이트 플라워링,유니크,E 그린 몬스터,유니크,선셋 다이브린,레어,민들레 다이브린,레어,체스터 더블버거,레어,리세스 스프린터,레어,파이크 이펙션,레어,플라워 타즈 ,레어,민들레 임팩트,언커먼,12.25의 축복,레어,스프링 다이브린,레어,그레이스 시크릿,유니크,False,34,0,6,1,10035,29669,133,204,10150,2000,14,19,822,37,168,153,0,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
번개아저씨,휴톤,탱커,전투 태세,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,39,8,0,8,28282,16599,156,238,13000,3300,6,3,822,822,822,0,1,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
ARTISM,엘리,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 행복한 상상,유니크,E 미유미유,유니크,E 러블리 드리머,유니크,E 심술맞은 고양이,유니크,E 땡글땡글,유니크,S 사박사박 발걸음,유니크,깜짝 놀이,레어,팽이 장난감,레어,체스터 더블버거,레어,폭죽 스프린터,레어,폭죽 파이크 ,레어,폭죽 타즈 ,레어,T1 통신기,언커먼,E 콩닥콩닥 마음,유니크,반짝 놀이,레어,신나는 폭죽상자,유니크,False,50,4,1,8,18302,5572,30,57,19300,6000,30,39,822,167,635,20,1,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
DL준,엘프리데,원거리딜러,완벽주의자,회피 사격,전장의 열기,E 결정적 순간,유니크,E 감춰진 시선,유니크,S 오버 필링,유니크,E 레스트레인트,유니크,S 완벽한 자유,유니크,S 온화한 발걸음,유니크,팰리스 메모,레어,저스티스 아이프 E,언커먼,체스터 더블버거,레어,엑셀레이션,레어,가락엿,레어,솔리드 스위퍼,레어,타나토스 맥시머,레어,E 잔혹한 처벌,유니크,SB데블스 데브,레어,정해진 운명,유니크,False,56,12,0,6,36215,5101,50,88,18200,1800,24,31,822,822,822,0,1,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
유연단화,론,탱커,최후의 저항,단단한 피부,선봉장,FA가시 돋친 말,레어,싱 터번,레어,S 화이트 플래너,유니크,RA스터드 벨트,레어,S 계획적 행동이론,유니크,S 모래위의 발자국,유니크,와일드 레그람,레어,스팅어 레그람,레어,첼시 콜라 V,레어,런업 스프린터,레어,샌드 파이크,레어,샌드 플래쉬,레어,인사이트 엔진T7 ,언커먼,S 고요한 모래바람,유니크,더스트 레그람,레어,설계된 죽음,유니크,False,41,4,1,15,20333,16548,212,302,12580,2900,15,5,822,91,684,47,1,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
체스터쉬림프버거,카를로스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,S 제피르 팰컨,유니크,E 할렘 비트,유니크,E 데스티니 차일드,유니크,E 라스트 카니발,유니크,E 카르데시즘,유니크,E 펑크 딜라이트,유니크,태클 발람,레어,라이징 발람,레어,체스터 더블버거,레어,엑셀레이션,레어,윈드 이펙트,레어,윈드 타즈,레어,싸이클론 맥시머,레어,S 브리즈 페스티벌,유니크,제트킥 발람,레어,싸이클론 플랜트,유니크,False,57,7,0,6,23265,4075,23,76,17220,2400,45,17,822,822,822,0,1,9623c8bcaf673ea822d80d49fa6bb09eb27e2cadd269df2bf0f99c88861033db,리버포드
번개아저씨,테이,탱커,전투 태세,재생의 숨결,최후의 저항,E 호사수구,유니크,S 용주,유니크,S 의금지영,유니크,E 백낙일고,유니크,E 공명수죽백,유니크,E 극세척도,유니크,암영 레그람,레어,흑영장막 월렛,레어,월흔 스파클링,레어,월흔 엑셀,레어,월흔 이펙트 ,레어,월흔 타즈,레어,T11-스파이더,언커먼,E 푸른 반그림자,유니크,무영격 레그람,레어,도주지부,유니크,False,41,1,5,10,15263,49235,205,320,13350,3600,19,6,1214,130,298,144,0,dcea1e11a1530405f7a0e2e7f392532d7f0b7cb02431377a5eea37114a1c86c1,스프링필드
탈옥한곰탱이,휴톤,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 블래스터 비트 ,유니크,E 해일매리 패스,유니크,E 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,E 아이언 룰러,유니크,지옥구멍 바쿠스,레어,바야바 바쿠스,레어,본 스파클링 ,레어,아이리쉬 스프린터 ,레어,넬스 크리민S,언커먼,아이리쉬 타즈 ,레어,핵펀치 맥시머,레어,E 브로큰 에너미,유니크,서든어퍼 아몬,레어,누크 퓨리피스트,유니크,False,36,7,10,6,30134,41588,147,251,14270,4700,17,6,1214,13,177,343,0,dcea1e11a1530405f7a0e2e7f392532d7f0b7cb02431377a5eea37114a1c86c1,스프링필드
시비털면던진다,루시,원거리딜러,완벽주의자,회피 사격,준비된 한 발,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,E 작장중무,유니크,E 연보소말,유니크,낙화 청옥석,레어,반월 청옥석,레어,체스터 더블버거,레어,댄싱 엑셀,레어,파이크 이펙션,레어,스테민 터틀,레어,비단향꽃무 맥시머,레어,E 적월선,유니크,화무 청옥석,레어,절세가인,유니크,False,60,12,6,9,38523,32389,141,223,18610,3300,8,31,1214,77,254,232,0,dcea1e11a1530405f7a0e2e7f392532d7f0b7cb02431377a5eea37114a1c86c1,스프링필드
궁수,트리비아,원거리딜러,준비된 한 발,전세역전,완전한 성장,E 미스틱 포그,유니크,E 블러드 카니발,유니크,E 트리니티 블러드,유니크,E 블랙버드 블러섬 ,유니크,S 그림자 자국,유니크,E 포르미체티,유니크,밤의여왕-변이,레어,SB부츠커터 루차,레어,체스터 더블버거,레어,리세스 스프린터,레어,배트 파이크,레어,스테민 터틀,레어,박쥐폭풍 임팩트,언커먼,S 엘루어 배트,유니크,박쥐폭풍 보티스,레어,시엘 루드플리가,유니크,False,65,6,5,11,57029,27853,150,281,21670,3800,40,43,1214,38,399,174,0,dcea1e11a1530405f7a0e2e7f392532d7f0b7cb02431377a5eea37114a1c86c1,스프링필드
번개아저씨,휴톤,탱커,전투 태세,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,36,6,8,5,27800,46189,208,281,13250,5200,16,5,1186,49,162,255,0,22fec1265d10f83c9a145b3206e5877f1b50d1358dca762c631467e802ced926,리버포드
진정해야지요,아이작,탱커,최후의 저항,재생의 숨결,선봉장,E 리트릿 프리벤트,유니크,E 쇼업 데드맨,유니크,E 빅 블랙 머신,유니크,E 인휴먼 퍼슈어,유니크,E 킬링 머신,유니크,E 데드 컨트랩션,유니크,저지먼트 케르베,레어,레이지 레그람,레어,블랙 스파클링 ,레어,블랙 스프린터,레어,블랙 파이크 ,레어,블랙 타즈 ,레어,인사이트 엔진T7 ,언커먼,E 쇼 스탑퍼,유니크,데드맨 레그람,레어,데몰리쉬 에너미,유니크,False,33,2,8,10,13895,61960,259,453,12190,5000,7,9,1186,19,264,180,0,22fec1265d10f83c9a145b3206e5877f1b50d1358dca762c631467e802ced926,리버포드
ㅡMARVELㅡ,윌라드,서포터,활성화 지원,치유 증폭기,보호 방벽,S 일렉트론 토쳐 ,유니크,토르 리오크라운,레어,DB더스팅 헤르츠,레어,E 청천벽력,유니크,E 스틸레토라,유니크,E 라이트 블리츠,유니크,낙뢰 루드크리스,레어,구형 배틀액스,레어,첼시 더블 버거,레어,아드레날린,언커먼,라이트닝 이펙트 ,레어,스테민 닷지,레어,PS 레이더 R1,커먼,아르테오,레어,사슬 네메시스,레어,썬더 고르드마스,유니크,False,44,3,6,9,11969,39715,228,300,12490,1300,9,11,1186,4,349,197,0,22fec1265d10f83c9a145b3206e5877f1b50d1358dca762c631467e802ced926,리버포드
이쁘게말해야지요,캐럴,원거리딜러,준비된 한 발,전장의 학살자,전장의 열기,S 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,E 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 큐트링,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,고드름 임팩트,언커먼,S 해피 스노우맨,유니크,눈사람 토끼고리,레어,크리스마스 선물,유니크,False,52,3,4,8,30725,22102,168,209,16350,3100,19,30,1186,125,416,134,0,22fec1265d10f83c9a145b3206e5877f1b50d1358dca762c631467e802ced926,리버포드
ㆁxㆁ,아이작,탱커,최후의 저항,제압,전투 태세,E 리트릿 프리벤트,유니크,E 쇼업 데드맨,유니크,E 빅 블랙 머신,유니크,E 인휴먼 퍼슈어,유니크,E 킬링 머신,유니크,E 데드 컨트랩션,유니크,저지먼트 케르베,레어,레이지 케르베,레어,체스터 더블버거,레어,엑셀레이션,레어,블랙 파이크 ,레어,블랙 타즈 ,레어,PS 레이더 R1,커먼,E 쇼 스탑퍼,유니크,데드맨 케르베,레어,데몰리쉬 에너미,유니크,False,30,0,11,4,12717,64853,328,442,10610,3100,4,6,1236,52,190,278,0,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
치즈색,샬럿,원거리딜러,완벽주의자,전세역전,준비된 한 발,E 물의 하모니 ,유니크,E 아망아망,유니크,EP레이니 로즈,레어,E 한여름 물장난,유니크,E 레인메이커,유니크,E 레인보우 스텝,유니크,폭포수 넵튠,레어,헤비레인 하겐티,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,스테민 닷지,레어,헤비레인 임팩트,언커먼,E 비의 노래,유니크,살수포 하겐티,레어,싱크 레인보우,유니크,False,50,4,7,5,42580,20621,250,222,15890,3000,12,14,1236,41,261,211,0,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
이글이그리E글,티모시,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 덱스트러스,유니크,S 이너 스트랭스,유니크,E 레클러메이션,유니크,E 뉴 비기닝,유니크,S 오소틱,유니크,S 내딛은 걸음,유니크,번 버스터 레그람,레어,잿불 레그람,레어,체스터 더블버거,레어,애쉬 스프린터 ,레어,애쉬 파이크 ,레어,애쉬 플래쉬 ,레어,슈퍼노바 맥시머,레어,S 달콤한 죄책감,유니크,화염포 레그람,레어,라스트 릭,유니크,False,42,0,4,6,13156,38417,308,438,11810,3100,17,2,1236,116,599,73,0,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
누비고,다이무스,근거리딜러,급소 가격,전장의 학살자,거인 사냥꾼,S 메이헨 슈나이더,유니크,E 베스페리아 ,유니크,E 우아한 궤적,유니크,S 골드 샤르페,유니크,E 펄션 필러 ,유니크,RA터크 코브루,레어,장작 베리드,레어,질풍의 베리드,레어,체스터 더블버거,레어,리세스 스프린터,레어,가락엿,레어,솔리드 스위퍼,레어,절명도 맥시머,레어,E 솔리튜드 칼리버,유니크,보름달 베리드,레어,쉬베르트 루프리,유니크,False,55,7,9,2,32910,33160,104,180,16050,2000,32,24,1236,33,336,284,0,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
훈대물,피터,원거리딜러,준비된 한 발,할인 판매,완전한 성장,E 장난스런 손짓,유니크,E 인빌트 아이어,유니크,E 아이의 품격,유니크,E 누나의 사랑,유니크,E 즐거운 장난,유니크,E 마지막 동심,유니크,스탬프 니바스,레어,SB클린업 루차,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,원더홀 맥시머,레어,E 신기한 블랙홀,유니크,스쿨 기프트,레어,코스믹 호러,유니크,False,52,6,7,6,56568,27098,180,270,18350,3900,26,33,1236,40,348,233,0,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
풍운,리첼,탱커,선봉장,단단한 피부,최후의 저항,E 터쳐블 웨이브,유니크,E 러브 앤 헤이트,유니크,E 히든 하이라이트,유니크,DB뮤지션 렌,레어,S 다이나믹 딥퍼플,유니크,E 블랙캣 스텝,유니크,블래스트 레그람,레어,마이크온 레그람,레어,뮤지션 스파클링 ,레어,뮤지션 엑셀,레어,파워 에이스,레어,뮤지션 플래쉬 ,레어,T2 통신기,언커먼,뮤지션 헨스 L,언커먼,바이올렛 레그람,레어,밀키웨이 에코,레어,False,43,1,3,19,12902,52752,360,509,15290,5700,20,12,1236,50,777,88,1,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
천의숨결,드렉슬러,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 마노 레파르토,유니크,E 린 아르메,유니크,E 드래곤 스카,유니크,E 플랑베르 라비타,유니크,E 캐러비니어 ,유니크,E 폴링 스타,유니크,SB심판 루인,레어,분열의 시트리,레어,체스터 버거,언커먼,런업 스프린터,레어,라이언 스피어,언커먼,베링거 닷지넬S,언커먼,분열창 임팩트,언커먼,E 프라디지 드라군,유니크,나선창 베스타,레어,유성 무차스랜서,유니크,False,59,12,3,14,65203,17732,169,252,22610,3900,37,30,1236,46,746,111,1,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
번개아저씨,제레온,탱커,전투 태세,재생의 숨결,최후의 저항,E 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,S 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,스프린터 프로빅,레어,로열 파이크,레어,로열 타즈 ,레어,드래곤 플라이R,커먼,S 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,52,7,1,15,30521,32534,371,505,16330,4400,21,4,1236,267,951,18,1,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
뀪꺆꾞껶,까미유,서포터,활성화 지원,치유 증폭기,보호 방벽,E 마일드 위스퍼,유니크,E 시크릿 도트레,유니크,E 미라클 레지던트,유니크,E 가려진 진실,유니크,E 펑키 아그네스,유니크,E 광명의 천사,유니크,뒤틀린 리모네 T,언커먼,광충 미스터리,레어,체스터 더블버거,레어,스피드 파워업,언커먼,메디슨 이펙트,레어,스테민 터틀,레어,트론 통신기 A1 ,언커먼,메디슨 비숍 S,언커먼,이면충 미스터리,레어,시크릿 가든,유니크,False,60,7,7,34,33004,30903,203,287,17830,1900,9,19,1236,20,251,295,1,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
이번시즌브론즈감,라이샌더,근거리딜러,급소 가격,사냥꾼의 본능,거인 사냥꾼,E 불안한 무언극,유니크,E 애처로운 인형,유니크,S 영원의 꼭두각시,유니크,E 일방적인 유희,유니크,E 광대 없는 축제,유니크,S 한밤의 탭댄스,유니크,저글링 폭죽피리,레어,트램폴 할리퀸,레어,체스터 더블버거,레어,크라운 엑셀,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,퍼니 샷 맥시머,레어,E 다크 코미디,유니크,시클릿 할리퀸,레어,거울 속의 무대,유니크,False,57,11,3,9,42519,24010,177,257,20130,4300,28,27,1236,97,435,140,1,b8fcb0a85c946d3842e8fe4e635c7ef0f639fea2a83667f2c7199745956741ad,리버포드
번개아저씨,휴톤,탱커,전투 태세,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,37,8,1,9,23721,17371,123,200,12130,3100,13,3,733,166,551,16,0,8e13de5354c1e38d1263ab43de68b4799c88dd3ea6c7521e85e6c00fcd43f04f,메트로폴리스
모노비,레오노르,탱커,전선 유지,단단한 피부,선봉장,S 샤크리피시움,유니크,S 녹스 인페르나,유니크,E 스텔라 그라치아,유니크,E 오투스 라비타,유니크,E 팍스 가디언,유니크,E 벨룸 안겔루스,유니크,심판 레그람,레어,돌격창 레그람,레어,가디언 스파클링 ,레어,런업 스프린터,레어,가디언 파이크 ,레어,솔리드 스위퍼,레어,용격 맥시머,레어,S 드래곤 하트 루나,유니크,전술지휘 레그람,레어,아우덴티아,유니크,False,37,1,1,10,9858,17717,130,207,10950,1900,15,7,733,184,531,18,0,8e13de5354c1e38d1263ab43de68b4799c88dd3ea6c7521e85e6c00fcd43f04f,메트로폴리스
jongwon,로라스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 에이션트 드래곤,유니크,E 투도르 드라군,유니크,E 아마듀라스,유니크,E 토너먼트 라비타 ,유니크,S 토너먼트 샬러릿,유니크,E 팔아므,유니크,SB심판 루인,레어,SB투창 루차,레어,체스터 더블버거,레어,아드레날린,언커먼,이펙트 이펙션,레어,솔리드 스위퍼,레어,용성락 맥시머,레어,E 인테그리 드라군,유니크,SB나선창 데브,레어,골드니토 프레스,유니크,False,39,7,3,2,16463,14901,39,97,13050,2300,20,10,733,93,200,87,0,8e13de5354c1e38d1263ab43de68b4799c88dd3ea6c7521e85e6c00fcd43f04f,메트로폴리스
