nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
RMTCRW,론,원거리딜러,충동 구매,사냥꾼의 본능,전장의 열기,E 자발적 복종,유니크,S 완벽한 계획,유니크,데스메탈재킷,레어,S 검은 의도,유니크,E 계획적 행동이론,유니크,S 모래위의 발자국,유니크,블래스팅 디펜더,레어,스팅어 데스링,레어,체스터 더블버거,레어,샌드 스프린터,레어,파이크 이펙션,레어,스테민 터틀,레어,스팅어 임팩트,언커먼,E 맹렬한 모래바람,유니크,DB더스트 데브,레어,설계된 죽음,유니크,False,64,6,2,9,53826,23846,259,362,20410,3500,33,38,1154,185,524,101,0,e5dd368d4ac5fe080b5a8396e407d87239f0b6e94cc0016469a18f9cb10073cd,메트로폴리스
지노사,호타루,근거리딜러,거인 사냥꾼,제압,최후의 일격,E 아마테라스,유니크,E 백연 비천무,유니크,E 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 카무이,레어,폭연 카무이,레어,체스터 더블버거,레어,리세스 스프린터,레어,폭연 파이크,레어,솔리드 스위퍼,레어,환영분신 맥시머,레어,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,52,9,6,7,34982,21947,135,186,15310,2300,22,12,1154,5,311,295,0,e5dd368d4ac5fe080b5a8396e407d87239f0b6e94cc0016469a18f9cb10073cd,메트로폴리스
솜과자,라이언,탱커,기민한 몸놀림,할인 판매,최후의 저항,S 크리티컬 블로우,유니크,E 끔찍한 기억,유니크,E 아름다운 지평선,유니크,S 헤카톤케이레스,유니크,E 디펜시브 엔드,유니크,S 오후의 죽음,유니크,블리츠 레그람,레어,블로킹 레그람,레어,스톤 스파클링,레어,런업 스프린터,레어,스톤 이펙트 ,레어,스톤 플래쉬 ,레어,인사이트 엔진T7 ,언커먼,골드 보타이,레어,스매시 부토니에,레어,오지 않을 미래,유니크,False,40,7,5,6,20971,41458,283,448,14370,4290,17,10,1154,53,407,165,0,e5dd368d4ac5fe080b5a8396e407d87239f0b6e94cc0016469a18f9cb10073cd,메트로폴리스
루이논,제키엘,탱커,선봉장,재생의 숨결,최후의 저항,E 잔혹한 구원,유니크,E 안티 메시아,유니크,E 거부당한 기도,유니크,E 달콤한 모멸,유니크,E 불공정한 안식,유니크,E 약속된 재림,유니크,참혹한 암밴드,레어,단죄의 암밴드,레어,첼시 콜라 V,레어,스피드 업,커먼,파나틱 이펙트 ,레어,파나틱 플래쉬 ,레어,PS 레이더 R4,언커먼,E 노블 매니악,유니크,사도강림 레그람,레어,묵시록 레그람,레어,False,38,0,5,15,14257,51314,363,511,12990,3900,12,5,1154,78,341,119,1,e5dd368d4ac5fe080b5a8396e407d87239f0b6e94cc0016469a18f9cb10073cd,메트로폴리스
멜번의하늘,제레온,탱커,불굴의 의지,재생의 숨결,최후의 저항,S 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,E 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,엑셀레이션,레어,로열 파이크,레어,박씨,레어,DT 인사이트 R1,커먼,E 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,47,3,8,9,16180,45959,306,390,13590,2300,15,10,1154,42,365,192,1,e5dd368d4ac5fe080b5a8396e407d87239f0b6e94cc0016469a18f9cb10073cd,메트로폴리스
번개아저씨,브루스,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 거침없는 발톱,유니크,E 황혼의 풍채,유니크,E 야성의 심장,유니크,E 승리의 상징,유니크,E 진중한 탐험가,유니크,E 기나긴 여정,유니크,맹수 레그람,레어,베어 레그람,레어,야수 스파클링 ,레어,야수 스프린터,레어,파이크 이펙션,레어,야수 타즈 ,레어,T11-스파이더,언커먼,E 행운의 증표,유니크,하울링 레그람,레어,와일드 프로브킷,레어,False,37,1,4,11,13551,34471,199,351,10040,2000,8,5,893,10,334,113,0,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
rrIlIIlI,루시,원거리딜러,준비된 한 발,전장의 학살자,완전한 성장,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,S 작장중무,유니크,E 연보소말,유니크,SB낙화 루인,레어,반월 청옥석,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,비단향꽃무 맥시머,레어,S 적월선,유니크,화무 청옥석,레어,절세가인,유니크,False,34,8,7,4,27687,27674,141,190,13180,3800,14,17,893,17,238,184,0,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
뀪꺆꾞껶,토마스,탱커,전선 유지,단단한 피부,선봉장,E 아이스 컴포지션,유니크,E 눈꽃의 지휘,유니크,E 윈터 히어로,유니크,S 스노우 플라워,유니크,RA프리져 스카디 ,레어,E 블리자드 기어 ,유니크,슬라이드 리모네 L,언커먼,프리즌 콜드밴드,레어,첼시 콜라 V,레어,스피드 파워업,언커먼,프로스트 이펙트 ,레어,스테민 터틀,레어,드래곤 플라이R,커먼,쿨 비숍 S,언커먼,냉각 도스프로퍼,레어,허리케인 스위퍼,유니크,False,30,2,5,8,6310,54818,242,313,10540,2400,15,9,893,15,354,149,0,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
배쒼자,웨슬리,원거리딜러,전장의 열기,회피 사격,완전한 성장,E 마인 익스프레스,유니크,E 퀘이크 프론,유니크,E 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,SB공성류탄 루인,레어,구급 US타이머,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,공성류탄 임팩트,언커먼,E 장군의 명예,유니크,SB데저트 베티,레어,최후의 폭격명령,유니크,False,42,3,4,10,26315,18825,101,165,13380,2200,20,21,893,41,345,139,0,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
레인데빌라,미아,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,E 프릭클 에린,유니크,E 와일드 크로스,유니크,E 이네이쳐 게브,유니크,도장 바이리프,레어,가시 바이리프,레어,체스터 더블버거,레어,우드 엑셀,레어,우드 파이크 ,레어,스테민 터틀,레어,세계수 맥시머,레어,E 레드 크로니클,유니크,뿌리 바이리프,레어,트리콜로 트와인,유니크,False,48,8,5,3,31619,20525,120,159,15440,3300,17,34,893,22,284,201,0,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
지존전사v김마틴,스텔라,탱커,최후의 저항,단단한 피부,선봉장,FA아이언 크루저,레어,이너 스코프 ,레어,E 바이퍼트론,유니크,E 스트로매크 ,유니크,E 러스티 하츠,유니크,E 퓨엘 제너레이터,유니크,축퇴 레그람,레어,T1장착-보법,레어,서치 스파클링 ,레어,런업 스프린터,레어,레버 파이크 ,레어,솔리드 스위퍼,레어,섬전연각 임팩트,언커먼,E 스타리 나이트,유니크,섬전연각 레그람,레어,스타 포드인포서,유니크,False,34,4,6,7,13810,40618,276,413,11090,3600,14,3,893,38,269,142,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
급식먹으러가욧,윌라드,원거리딜러,전장의 열기,전장의 학살자,완전한 성장,프라디 보크스,레어,S 그랜드 듀크,유니크,E 블레스트 슈트,유니크,S 청천벽력,유니크,E 스틸레토라,유니크,E 라이트 블리츠,유니크,낙뢰 오리악스,레어,구형 루드크리스,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,S 블리츠 와일즈,유니크,뇌보법 루베리티,레어,썬더 고르드마스,유니크,False,42,5,3,11,35518,13634,131,195,16410,4300,29,25,893,73,567,74,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
RMTCRW,론,원거리딜러,충동 구매,사냥꾼의 본능,전장의 열기,E 자발적 복종,유니크,S 완벽한 계획,유니크,데스메탈재킷,레어,S 검은 의도,유니크,E 계획적 행동이론,유니크,S 모래위의 발자국,유니크,블래스팅 디펜더,레어,스팅어 데스링,레어,체스터 더블버거,레어,샌드 스프린터,레어,파이크 이펙션,레어,스테민 터틀,레어,스팅어 임팩트,언커먼,E 맹렬한 모래바람,유니크,DB더스트 데브,레어,설계된 죽음,유니크,False,56,10,3,12,62912,11144,184,296,18330,3100,21,26,893,73,351,90,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
현용,헬레나,원거리딜러,충동 구매,전장의 학살자,전장의 열기,E 커스드 어빌리티,유니크,E 위어리 아이즈,유니크,E 치프 리서처,유니크,S 마더스 듀티,유니크,S 숨겨둔 그리움,유니크,E 이기적인 선택,유니크,활성화 폴리오,레어,SB앰플샷 루차,레어,체스터 더블버거,레어,런업 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,포인트 임팩트,언커먼,S 간절한 바람,유니크,포인트 차트,레어,파기된 기록,유니크,False,39,4,6,11,38965,21930,158,183,13150,2600,10,13,893,26,336,132,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
고운말2760,도일,근거리딜러,급소 가격,전세역전,최후의 일격,SP하드 보일드,레어,SP크래시 봄,레어,플랙 잭나이프,레어,S 타로우 ,유니크,E 진보적 파괴,유니크,E 하드 불도저 ,유니크,실버볼트-근육,레어,회전의 벌컨,레어,체스터 더블버거,레어,리세스 스프린터,레어,해머 이펙트 ,레어,바이벤 스테민II,언커먼,S펀치 맥시머,레어,가죽끈링 DX,커먼,캐논어퍼 벌컨,레어,S펀치 퍼시 R,언커먼,False,44,2,6,4,5108,18156,58,101,14090,2200,23,10,893,53,206,135,1,e8655ffb2f03e94487dd7ff27ffca43d824f4b1df2b4c438d14f9d4f1e94ace9,리버포드
rrIlIIlI,앨리셔,서포터,코인 은행,할인 판매,보호 방벽,E 퍼펫 로드 ,유니크,S 소녀의 마음,유니크,E 치어 매직 ,유니크,E 천사의 미소,유니크,E 시즐 루나마리아,유니크,S GT 슈퍼캔버스,유니크,엔젤 레그람,레어,블레스 하트비터,레어,치어 스파클링 ,레어,런업 스프린터,레어,엔젤 파이크 ,레어,솔리드 스위퍼,레어,심판의빛 맥시머,레어,E 영롱한 빛,유니크,선라이즈-블링크,레어,밀키스 블라인더,유니크,False,31,0,8,14,8532,37418,235,250,10410,2860,3,5,946,0,165,191,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
나도아직쓸만하군,웨슬리,탱커,불굴의 의지,제압,전선 유지,E 마인 익스프레스,유니크,S 퀘이크 프론,유니크,S 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,커맨더-회피,레어,구급의 할파스,레어,체스터 더블버거,레어,리세스 스프린터,레어,커맨더 이펙트 ,레어,커맨더 타즈 ,레어,지원폭격 맥시머,레어,S 장군의 명예,유니크,지뢰 할파스,레어,최후의 폭격명령,유니크,False,33,2,9,6,18383,46993,264,273,10310,1900,7,4,946,41,235,212,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
빛이보이지않아,이글,근거리딜러,급소 가격,사냥꾼의 본능,거인 사냥꾼,E 브리닝 슈나이더,유니크,S 스크라이 쇼크 ,유니크,S 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,S 킬 블레이드 ,유니크,S 바이스 슈트름,유니크,SB장작 루인,레어,사영 엘리고스,레어,체스터 더블버거,레어,스네이크 엑셀,레어,스네이크 이펙트 ,레어,솔리드 스위퍼,레어,적혈참 맥시머,레어,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,38,4,14,3,21102,47281,89,152,12430,2100,16,20,946,17,134,352,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
호박성,아이작,근거리딜러,충동 구매,제압,거인 사냥꾼,E 리트릿 프리벤트,유니크,E 쇼업 데드맨,유니크,E 빅 블랙 머신,유니크,E 인휴먼 퍼슈어,유니크,E 킬링 머신,유니크,E 데드 컨트랩션,유니크,SB저지먼트 루인,레어,레이지 빅스틱,레어,블랙 스파클링 ,레어,블랙 스프린터,레어,블랙 파이크 ,레어,솔리드 스위퍼,레어,트론 통신기 A1 ,언커먼,E 더 히트맨,유니크,데드맨 레그람,레어,데몰리쉬 에너미,유니크,False,38,6,12,4,20362,36059,118,187,11970,2400,17,10,946,19,96,348,0,963de33e45f63840b7f2dcf0ae6859899fcdc3572adb937dc7b74d869f1ae20e,메트로폴리스
사이코지,레나,탱커,불굴의 의지,할인 판매,최후의 저항,S 트론 룰러 ,유니크,E 사이퍼 스카우터,유니크,E 랜드 스피더,유니크,E 퓨처 워커,유니크,E 글렘스타 라이트,유니크,E 펌프 나이트로,유니크,축퇴 헤르메스,레어,금강 프론트타임,레어,볼륨업 스파클링,레어,아드레날린II,레어,기어 파이크 ,레어,기어 타즈 ,레어,섬전각 임팩트,언커먼,핀 와이어 CP,레어,섬전각 레라지에,레어,각력 베르미터빈,유니크,False,29,4,9,4,19024,39546,204,280,10960,3900,17,12,941,50,156,187,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
토끼살려얽,미쉘,원거리딜러,전장의 열기,회피 사격,완전한 성장,E 스매쉬 히트,유니크,E 오너먼트 비니,유니크,E 키네시스 테그,유니크,E 마인드 크래시,유니크,E 아가일 퍼,유니크,E 카오스 크로니클,유니크,염동 비프론즈,레어,체이서 비프론즈,레어,염동 스파클링 ,레어,런업 스프린터,레어,염동 이펙트,레어,솔리드 스위퍼,레어,더스트 맥시머,레어,E 마인드 길티,유니크,바위 비프론즈,레어,하이더 키트,유니크,False,42,6,3,3,33435,20680,158,226,13080,2700,15,18,941,147,442,120,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
회량,라이언,탱커,최후의 저항,재생의 숨결,기민한 몸놀림,S 크리티컬 블로우,유니크,E 끔찍한 기억,유니크,E 아름다운 지평선,유니크,RA완벽한 마지막,레어,E 디펜시브 엔드,유니크,S 오후의 죽음,유니크,블리츠 레그람,레어,블로킹 레그람,레어,스톤 스파클링,레어,런업 스프린터,레어,스톤 파이크,레어,스톤 플래쉬 ,레어,블로킹 임팩트,언커먼,골드 보타이,레어,락 스매시 레그람,레어,오지 않을 미래,유니크,False,35,0,6,4,7914,40772,213,307,8980,1500,9,4,941,48,222,162,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
멜번의하늘,제레온,탱커,불굴의 의지,재생의 숨결,최후의 저항,S 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,E 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,엑셀레이션,레어,로열 파이크,레어,박씨,레어,DT 인사이트 R1,커먼,E 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,40,1,9,1,11622,45093,268,318,10560,1800,12,18,941,29,154,221,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
김뚜욘,에밀리,원거리딜러,할인 판매,전장의 학살자,전장의 열기,E 유레카,유니크,S 순수한 정신,유니크,S 원소의 순환,유니크,S 크리소포에이아,유니크,S 신성한 초월,유니크,E 아타노르,유니크,캡슐 레그람,레어,파운틴 백팩,레어,체스터 더블버거,레어,엑셀레이션,레어,알케미 파이크 ,레어,스테민 터틀,레어,파운틴 임팩트,언커먼,E 아쿠아 레기아,유니크,구르기 도시락,레어,에메랄드 타블릿,유니크,False,46,3,6,8,23346,25521,90,152,13160,1960,7,27,941,22,177,205,0,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
번개아저씨,휴톤,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 블래스터 비트 ,유니크,S 해일매리 패스,유니크,S 터스킨 ,유니크,S 데모닉 펀쳐,유니크,E 스톤 크래셔,유니크,S 아이언 룰러,유니크,지옥구멍 레그람,레어,바야바 아몬,레어,본 스파클링 ,레어,런업 스프린터,레어,아이리쉬 이펙트 ,레어,아이리쉬 타즈 ,레어,드래곤 플라이R,커먼,S 브레이킹 스매쉬,유니크,서든어퍼 레그람,레어,누크 퓨리피스트,유니크,False,32,0,5,12,14880,27594,250,351,10950,3800,16,0,941,54,433,106,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
뀪꺆꾞껶,미아,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,S 이볼브 가이아,유니크,E 디바인 그레이스,유니크,E 옐로우 루트웨이브,유니크,S 프릭클 에린,유니크,E 와일드 크로스,유니크,S 이네이쳐 게브,유니크,임기응변 리모네 L,언커먼,가시 샤이리프,레어,체스터 더블버거,레어,우드 페스티나,레어,우드 이펙트,레어,스테민 터틀,레어,세계수 맥시머,레어,E 레드 크로니클,유니크,뿌리 샤이리프,레어,트리콜로 트와인,유니크,False,61,9,3,12,36341,11654,153,218,17650,1400,15,33,941,47,331,106,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
니얼굴철거반ㅋ,플로리안,탱커,전선 유지,할인 판매,전투 태세,E 빼앗은 증표,유니크,E 나르시시즘,유니크,E 영원한 소년,유니크,E 프레데터,유니크,E 에고 디펜스,유니크,S 스포일드 차일드,유니크,늪지대 이어링,레어,섭취 레그람,레어,디시브 스파클링 ,레어,디시브 엑셀,레어,디시브 파이크 ,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,S 거짓된 관계,유니크,줄기 레그람,레어,탐욕의 권화,유니크,False,38,0,2,15,9580,30790,249,396,11850,2190,9,6,941,92,662,31,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
뜨겁게아름답게,티샤,원거리딜러,전장의 열기,사냥꾼의 본능,완전한 성장,E 사로잡는 손길,유니크,E 가로막힌 시선,유니크,E 하트브로큰,유니크,E 체인드 드림,유니크,E 루나틱 하이스트,유니크,E 아름다운 속박,유니크,몽환충 프라우드,레어,위스퍼 라이팅,레어,체스터 더블버거,레어,런업 스프린터,레어,악몽의 파이크,레어,악몽의 타즈,레어,PS 레이더 R4,언커먼,E 악마의 반쪽,유니크,DB스피릿 베티,레어,특별한 초대장,유니크,False,62,13,3,10,40337,11157,236,267,19170,2900,30,32,941,72,608,54,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
안녕하시미켄,이글,근거리딜러,급소 가격,사냥꾼의 본능,최후의 일격,E 브리닝 슈나이더,유니크,E 스크라이 쇼크 ,유니크,E 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 셀레네,레어,뱀그림자 셀레네,레어,라이트 스파클링 ,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,초승달 임팩트,언커먼,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,59,11,1,19,70474,14146,192,329,21250,5300,40,28,941,252,665,24,1,93f0b604a68491d3d78656753a38f6d0b9734b85ec71e99e0e54e8c17a4034bc,스프링필드
번개아저씨,제레온,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 그레이스 애퀼러,유니크,E 루미넌 애퀼러,유니크,S 로열 히페리온,유니크,E 템플러 소린,유니크,S 헤본 가디언,유니크,S 인그레이 가디언,유니크,가디언 레그람,레어,프렐류드 레그람,레어,로열 스파클링 ,레어,스프린터 프로빅,레어,로열 파이크,레어,로열 타즈 ,레어,드래곤 플라이R,커먼,S 바요넷 플로리쉬,유니크,템페스트 레그람,레어,임페리얼 나이트,유니크,False,64,0,8,14,16522,61143,364,412,18860,4600,34,17,1632,55,290,340,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
핀꽂은스님,에바,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 트랜센던트 그립,유니크,E 모험의 전율,유니크,S 기간틱 타이푼,유니크,E 끊임없는 도전,유니크,E 그래플링 테크닉,유니크,E 나의 공격리듬은!,유니크,브레이킹 레그람,레어,스파이어 레그람,레어,파이터 스파클링 ,레어,리세스 스프린터,레어,가락엿,레어,파이터 타즈 ,레어,PS 레이더 R4,언커먼,E 무도가의 자세,유니크,슈타이너 레그람,레어,로제타 스톤,유니크,False,48,0,9,5,9486,54322,270,403,14520,4800,20,2,1632,46,289,310,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
도화홍련,루이스,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,E 아이스 에이지,유니크,E 윈터 크루제이드,유니크,E 프로즌 시티,유니크,S 아이스 토퀴즈 ,유니크,E 절대영도,유니크,S 크리스탈 크랙 ,유니크,빙산의 파이몬,레어,리볼버 파이몬,레어,체스터 더블버거,레어,스프린터 프로빅,레어,파이크 이펙션,레어,아이스 타즈 ,레어,영구동토 맥시머,레어,S 프로즌 하트,유니크,드라이 파이몬,레어,프로즌 브레이크,유니크,False,67,7,7,6,26678,43309,142,223,22440,3300,32,25,1632,52,300,325,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
엑티언스,캐럴,서포터,활성화 지원,신경쇠약,회피 사격,E 프로즌 메모리,유니크,E 그 날의 기억,유니크,E 스노우 프린세스,유니크,E 지워진 약속,유니크,E 소녀의 다짐,유니크,S 첫눈의 발자국,유니크,고드름 큐트링,레어,빙판길 토이링,레어,체스터 더블버거,레어,엑셀레이션,레어,파워 에이스,레어,스테민 닷지,레어,눈보라 맥시머,레어,E 해피 스노우맨,유니크,프로스트 키홀더,레어,크리스마스 선물,유니크,False,65,7,10,13,46327,40252,230,269,24320,5200,26,51,1632,30,428,352,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
인생ㅈ같으니근딜,파수꾼 A,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 어센던트,유니크,E 피어싱 아이즈,유니크,S 무형의 감옥,유니크,E 짜여진 각본,유니크,S 하빈저,유니크,E 에고이스트,유니크,클로 에델슈타인,레어,크로우 편지함,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,워든 맥시머,레어,E 잔혹한 모략가,유니크,시프트 바이알,레어,그라시아 에피칵스,유니크,False,66,16,4,6,79288,30806,414,356,28900,6300,44,58,1632,103,415,234,0,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
Chivalry,토마스,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 아이스 컴포지션,유니크,E 눈꽃의 지휘,유니크,E 윈터 히어로,유니크,S 스노우 플라워,유니크,E 미스틱 아이스,유니크,E 블리자드 기어 ,유니크,빙산 콜드밴드,레어,프리즌 크림밴드,레어,쿨 스파클링 ,레어,아드레날린,언커먼,프로스트 이펙트 ,레어,프로스트 플래쉬 ,레어,PS 레이더 R4,언커먼,E 프로스트 솔리드,유니크,냉각 오퍼케이트,레어,허리케인 스위퍼,유니크,False,51,4,7,15,14206,44649,326,387,16790,2800,14,11,1632,17,361,307,1,b445a6ed2079533dda5aac43084c2cdd533041e54e1e5e24c98fa99dc11c506b,스프링필드
